id	route	name	reference	status	level	funding	duration	core_options	eqa	link	last_updated
305	Education and childcare	Teaching assistant	ST0454	Approved for delivery	3	5000	18	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/teaching-assistant-v1-0	26/06/2018
306	Health and science	Ambulance support worker (emergency, urgent and non-urgent)	ST0627	Approved for delivery	3	7000	13	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/ambulance-support-worker-(emergency,-urgent-and-non-urgent)-v1-0	26/06/2018
307	Engineering and manufacturing	Brewer	ST0580	Approved for delivery	4	9000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/brewer-v1-0	22/06/2018
308	Legal, finance and accounting	Internal audit practitioner	ST0587	Approved for delivery	4	9000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/internal-audit-practitioner-v1-0	22/06/2018
309	Transport and logistics	Marine Pilot	ST0427	Approved for delivery	5	18000	30	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/marine-pilot-v1-0	22/06/2018
310	Construction	Bricklayer	ST0095	Approved for delivery	2	9000	30	0	Construction Industry Training Board (CITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/bricklayer-v1-1	24/10/2019
311	Construction	Painter and decorator	ST0295	Approved for delivery	2	9000	36	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/painter-and-decorator-v1-0	22/06/2018
312	Construction	Piling attendant	ST0268	Approved for delivery	2	15000	18	0	Construction Industry Training Board (CITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/piling-attendant-v1-0	22/06/2018
313	Engineering and manufacturing	Textile care operative	ST0604	Approved for delivery	2	4000	12	1	UK Fashion & Textile Association (UKFT)	https://www.instituteforapprenticeships.org/apprenticeship-standards/textile-care-operative-v1-0	22/06/2018
314	Sales, marketing and procurement	Digital marketer (integrated degree)	ST0481	Approved for delivery	6	21000	36	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/digital-marketer-(integrated-degree)-v1-0	22/06/2018
315	Business and administration	Project manager (degree)	ST0411	Approved for delivery	6	22000	48	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/project-manager-(degree)-v1-0	22/06/2018
316	Engineering and manufacturing	Footwear manufacturer	ST0202	Approved for delivery	2	5000	12	0	UK Fashion & Textile Association (UKFT)	https://www.instituteforapprenticeships.org/apprenticeship-standards/footwear-manufacturer-v1-1	06/02/2019
317	Legal, finance and accounting	Payroll administrator	ST0073	Approved for delivery	3	9000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/payroll-administrator-v1-0	13/06/2018
318	Transport and logistics	Train driver	ST0645	Approved for delivery	3	21000	12	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/train-driver-v1-0	13/06/2018
319	Agriculture, environmental and animal care	Poultry worker	ST0389	Approved for delivery	2	5000	12	1	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/poultry-worker-v1-0	07/06/2018
320	Engineering and manufacturing	Autocare technician	ST0499	Approved for delivery	2	12000	30	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/autocare-technician-v1-0	24/05/2018
321	Protective services	Police community support officer	ST0509	Approved for delivery	4	9000	12	0	College of Policing (CoP)	https://www.instituteforapprenticeships.org/apprenticeship-standards/police-community-support-officer-v1-0	17/05/2018
322	Health and science	Podiatrist (integrated degree)	ST0493	Approved for delivery	6	24000	48	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/podiatrist-(integrated-degree)-v1-1	31/10/2018
323	Sales, marketing and procurement	Customer service specialist	ST0071	Approved for delivery	3	4000	15	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/customer-service-specialist-v1-0	10/05/2018
324	Catering and hospitality	Maritime caterer	ST0275	Approved for delivery	2	6000	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/maritime-caterer-v1-0	10/05/2018
325	Construction	Civil engineering site management (degree)	ST0042	Approved for delivery	6	18000	36	0	Construction Industry Training Board (CITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/civil-engineering-site-management-(degree)-v1-0	09/05/2018
326	Creative and design	Publishing assistant	ST0532	Approved for delivery	3	6000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/publishing-assistant-v1-0	09/05/2018
327	Construction	Building services engineering site management (degree)	ST0040	Approved for delivery	6	18000	48	0	Construction Industry Training Board (CITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/building-services-engineering-site-management-(degree)-v1-0	08/05/2018
328	Construction	Building services engineering technician	ST0041	Approved for delivery	4	12000	36	0	Construction Industry Training Board (CITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/building-services-engineering-technician-v1-0	08/05/2018
329	Protective services	Custody and detention officer	ST0386	Approved for delivery	3	3500	12	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/custody-and-detention-officer-v1-0	08/05/2018
330	Agriculture, environmental and animal care	Pest control technician	ST0429	Approved for delivery	2	4000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/pest-control-technician-v1-0	08/05/2018
331	Construction	Scaffolder	ST0359	Approved for delivery	2	9000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/scaffolder-v1-0	08/05/2018
332	Legal, finance and accounting	Senior investment and commercial banking professional	ST0561	Approved for delivery	7	18000	18	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-investment-and-commercial-banking-professional-v1-0	08/05/2018
333	Engineering and manufacturing	Abattoir worker	ST0418	Approved for delivery	2	6000	16	0	Worshipful Company of Butchers	https://www.instituteforapprenticeships.org/apprenticeship-standards/abattoir-worker-v1-0	08/05/2018
334	Education and childcare	Academic professional	ST0477	Approved for delivery	7	9000	18	1	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/academic-professional-v1-0	08/05/2018
335	Engineering and manufacturing	Advanced baker	ST0190	Approved for delivery	3	9000	24	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/advanced-baker-v1-0	08/05/2018
336	Construction	Facilities manager	ST0484	Approved for delivery	4	6000	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/facilities-manager-v1-0	03/05/2018
337	Engineering and manufacturing	Textile manufacturing operative	ST0458	Approved for delivery	2	4000	18	0	UK Fashion & Textile Association (UKFT)	https://www.instituteforapprenticeships.org/apprenticeship-standards/textile-manufacturing-operative-v1-0	03/05/2018
338	Transport and logistics	Port marine operations officer	ST0428	Approved for delivery	4	12000	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/port-marine-operations-officer-v1-0	01/05/2018
339	Transport and logistics	International freight forwarding specialist	ST0539	Approved for delivery	3	9000	18	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/international-freight-forwarding-specialist-v1-0	20/04/2018
340	Agriculture, environmental and animal care	Equine groom	ST0166	Approved for delivery	2	5000	12	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/equine-groom-v1-0	13/04/2018
341	Protective services	Emergency service contact handling	ST0483	Approved for delivery	3	9000	12	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/emergency-service-contact-handling-v1-0	12/04/2018
342	Sales, marketing and procurement	Trade supplier	ST0334	Approved for delivery	2	4000	12	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/trade-supplier-v1-0	10/04/2018
343	Protective services	Safety, health and environment technician	ST0550	Approved for delivery	3	5000	24	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/safety,-health-and-environment-technician-v1-1	14/06/2019
344	Construction	Construction site engineering technician	ST0046	Approved for delivery	4	9000	36	0	Construction Industry Training Board (CITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/construction-site-engineering-technician-v1-0	27/03/2018
345	Construction	Senior and head of facilities management (integrated degree)	ST0410	Approved for delivery	6	18000	42	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-and-head-of-facilities-management-(integrated-degree)-v1-0	27/03/2018
346	Construction	Geospatial mapping and science specialist (degree)	ST0492	Approved for delivery	6	27000	60	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/geospatial-mapping-and-science-specialist-(degree)-v1-0	27/03/2018
347	Protective services	Police constable (degree)	ST0304	Approved for delivery	6	24000	36	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/police-constable-(degree)-v1-0	27/03/2018
348	Sales, marketing and procurement	Public relations and communications assistant	ST0311	Approved for delivery	4	9000	12	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/public-relations-and-communications-assistant-v1-0	27/03/2018
349	Business and administration	Regulatory compliance officer	ST0430	Approved for delivery	4	6000	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/regulatory-compliance-officer-v1-0	27/03/2018
350	Legal, finance and accounting	Actuary	ST0502	Approved for delivery	7	18000	36	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/actuary-v1-0	27/03/2018
351	Health and science	Advanced clinical practitioner (integrated degree)	ST0564	Approved for delivery	7	12000	36	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/advanced-clinical-practitioner-(integrated-degree)-v1-0	27/03/2018
352	Health and science	Community sport and health officer	ST0093	Approved for delivery	3	9000	16	0	Chartered Institute for the Management of Sport and Physical Activity (CIMSPA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/community-sport-and-health-officer-v1-0	09/03/2018
353	Protective services	Business fire safety advisor	ST0188	Approved for delivery	3	2500	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/business-fire-safety-advisor-v1-0	27/02/2018
